id,nama_rumah,lokasi,luas_tanah,jumlah_kamar,jumlah_lantai,tahun_bangun,harga,material_digunakan,material_utama
1141,Rumah_1141,Kabupaten Cirebon,79,2,3,2011,1839205141,Batu Alam Andesit:1887m2; Waterproofing Coating:4804kg; Semen:3897sak; Genteng Beton:521pcs; Genteng Metal:958m2; Hollow Galvanis 4x4:1243btg,Plafon GRC
1142,Rumah_1142,Kabupaten Garut,191,3,2,2005,1082200864,Atap Baja Ringan:333m2; Bata Ringan JUMA:4406pcs; Cat Dinding Nobrand:2603kg; Keramik Asia Tile:1549m2,Genteng Beton
1143,Rumah_1143,Kabupaten Subang,262,5,3,2005,1893089933,Besi Beton 13mm:3686kg; Semen Mortar MU-380:1221sak; Waterproofing Coating:2082kg; Pipa PPR 1/2 inci:4264btg,Stop Kran Kuningan
1144,Rumah_1144,Kabupaten Bandung Barat,181,2,2,2003,1630226581,Keramik 60x60 Polished:3407m2; Pasir:2057m3; Pintu Kayu Solid:1318pcs; Stop Kran Kuningan:910pcs; Pipa PPR 1/2 inci:3760btg; Pipa PVC Wavin 3:1793btg,Saklar + Stop Kontak Panasonic
1145,Rumah_1145,Kabupaten Bekasi,312,6,3,1996,114656130,Saklar + Stop Kontak Panasonic:2576set; Bata Ringan Walbric:1152pcs; Genteng Beton:2137pcs; Kawat Bendrat:3550kg; Semen Mortar MU-380:2945sak; Hollow Galvanis 4x4:4497btg,Aluminium Kusen
1146,Rumah_1146,Bandung Timur,77,4,3,2013,742591122,Batu Split:2220m3; Pipa PPR 1/2 inci:111btg; Besi WF 150:1479btg; Bata Ringan Walbric:3485pcs,Kawat Bendrat
1147,Rumah_1147,Kabupaten Bogor,284,5,1,2023,1483125100,Keramik Kamar Mandi:3571m2; Cat Eksterior Jotun:509kg; Kabel NYM 2x1.5:3653m; Besi Beton 19mm:2912kg,Besi Beton 19mm
1148,Rumah_1148,Kota Banjar,131,5,3,2016,796128676,Batu Bata Merah:2795pcs; Saklar + Stop Kontak Panasonic:2326set; Triplek Meranti Campur:4210lbr; Besi Beton 16mm:4660kg; Kaca:4155m2; Waterproofing Coating:1161kg,Batu Bata Merah
1149,Rumah_1149,Kota Sukabumi,260,1,3,2007,138309339,Triplek Meranti Campur:1551lbr; Batu Alam Andesit:238m2; Keramik Asia Tile:2121m2,Pipa PVC Wavin 2 1/2
1150,Rumah_1150,Kabupaten Kuningan,46,3,1,2015,1362412712,Multipleks 18mm:3394lbr; Semen Mortar MU-380:2563sak; Keramik 60x60 Polished:3154m2; Besi Beton 13mm:897kg; Batu Split:840m3; Plafon GRC:1093m2,Kaca
1151,Rumah_1151,Kota Tasikmalaya,99,1,1,2025,1537491066,Pipa PPR 1/2 inci:1217btg; Pintu Kayu Solid:1329pcs; Kayu:613kg; Cat Dinding Nobrand:2709kg; Genteng Beton:2626pcs,Pasir
1152,Rumah_1152,Kabupaten Indramayu,152,3,3,2019,718493105,Pasir:3953m3; Hollow Galvanis 4x4:135btg; Kaca:3856m2; Besi WF 150:2212btg; Saklar + Stop Kontak Panasonic:4212set; Genteng Beton:4882pcs,Triplek Meranti Campur
1153,Rumah_1153,Kota Cimahi,73,5,2,2013,1075927105,Besi Beton 13mm:2258kg; Cat Dinding Nobrand:2249kg; Pasir:4062m3,Semen Mortar MU-380
1154,Rumah_1154,Kabupaten Karawang,271,1,2,2007,258993893,Stop Kran Kuningan:4655pcs; Pipa PVC Wavin 2 1/2:1003btg; Bata Ringan Walbric:4522pcs; Genteng Beton:3973pcs; Pipa PPR 1/2 inci:4900btg; Saklar + Stop Kontak Panasonic:1692set,Keramik Kamar Mandi
1155,Rumah_1155,Kota Bandung,259,3,2,2012,842568034,Semen:1906sak; Cat Eksterior Jotun:3822kg; Kawat Bendrat:1509kg,Cat Eksterior Jotun
1156,Rumah_1156,Kota Depok,301,1,2,2005,1120020105,Cat Dinding Nobrand:4075kg; Plafon Gypsum:3679m2; Kabel NYY 4x10:1732m; Atap Baja Ringan:4965m2; Pasir:4459m3; Besi Beton 13mm:2557kg,Pipa PPR 1/2 inci
1157,Rumah_1157,Kabupaten Pangandaran,240,5,1,2005,996256004,Plafon GRC:4994m2; Triplek Meranti Campur:1337lbr; Multipleks 18mm:3536lbr; Kayu:1975kg; Saklar + Stop Kontak Panasonic:2739set,Kabel NYY 4x10
1158,Rumah_1158,Kabupaten Sukabumi,343,4,1,2001,847451449,Granite Tile:3968m2; Batu Split:4606m3; Stop Kran Kuningan:2219pcs; Pipa PVC Wavin 3:2956btg; Multipleks 18mm:1874lbr; Plafon Gypsum:2162m2,Multipleks 18mm
1159,Rumah_1159,Kabupaten Majalengka,58,6,2,2004,880081112,Besi Beton 19mm:3795kg; Pintu Kayu Solid:519pcs; Besi WF 150:136btg; Keramik Asia Tile:2764m2; Kayu:1130kg,Waterproofing Coating
1160,Rumah_1160,Kabupaten Tasikmalaya,54,3,2,2025,1122384481,Cat Eksterior Jotun:3866kg; Stop Kran Kuningan:1364pcs; Kabel NYM 2x1.5:149m; Pipa PVC Wavin 3:4625btg; Besi WF 150:1695btg,Besi Beton 16mm
1161,Rumah_1161,Kota Cirebon,271,4,2,2000,523330688,Triplek Meranti Campur:3521lbr; Batu Alam Andesit:1227m2; Aluminium Kusen:2731m,Bata Ringan JUMA
1162,Rumah_1162,Kabupaten Sumedang,195,2,1,2005,874792350,Plafon GRC:1676m2; Triplek Meranti Campur:4907lbr; Cat Dinding Dulux:2748kg; Cat Eksterior Jotun:3854kg; Batu Split:2607m3; Keramik Asia Tile:1802m2,Kayu
1163,Rumah_1163,Kabupaten Purwakarta,84,6,2,1999,1529551183,Hollow Galvanis 4x4:3245btg; Cat Eksterior Jotun:1665kg; Kaca:3008m2; Cat Dinding Dulux:2571kg; Genteng Beton:1859pcs; Keramik Kamar Mandi:825m2,Keramik Asia Tile
1164,Rumah_1164,Kabupaten Bandung,225,6,2,1996,1862137703,Multipleks 18mm:1800lbr; Kawat Bendrat:4325kg; Pipa PVC Wavin 3:1668btg; Cat Dinding Nobrand:4223kg; Besi Beton 16mm:1547kg,Cat Dinding Nobrand
1165,Rumah_1165,Kota Bekasi,296,6,3,2004,686221307,Pintu Kayu Solid:120pcs; Genteng Metal:446m2; Multipleks 18mm:135lbr; Kaca:4973m2; Triplek Meranti Campur:1754lbr; Keramik Asia Tile:3966m2,Granite Tile
1166,Rumah_1166,Bandung Barat,150,3,1,2018,1383251089,Multipleks 18mm:1426lbr; Kayu:4500kg; Aluminium Kusen:2934m; Kawat Bendrat:3130kg,Hollow Galvanis 4x4
1167,Rumah_1167,Kota Bogor,227,6,3,2018,278152696,Cat Eksterior Jotun:991kg; Saklar + Stop Kontak Panasonic:4704set; Besi Beton 13mm:3890kg,Keramik 60x60 Polished
1168,Rumah_1168,Kabupaten Ciamis,187,6,2,1995,802973194,Waterproofing Coating:703kg; Atap Baja Ringan:2491m2; Besi WF 150:2826btg,Plafon Gypsum
1169,Rumah_1169,Kabupaten Cianjur,157,1,3,2000,1671048739,Batu Alam Andesit:4861m2; Pipa PVC Wavin 2 1/2:2187btg; Keramik Asia Tile:3977m2; Cat Dinding Nobrand:3825kg; Besi Beton 13mm:3881kg,Genteng Metal
1170,Rumah_1170,Kabupaten Cirebon,58,4,3,2023,1961744872,Besi WF 150:2577btg; Kayu:238kg; Pipa PPR 1/2 inci:4558btg; Atap Baja Ringan:53m2; Hollow Galvanis 4x4:4334btg; Besi Beton 19mm:4273kg,Kabel NYM 2x1.5
1171,Rumah_1171,Kabupaten Garut,182,5,1,2009,1671612534,Kawat Bendrat:1600kg; Plafon GRC:976m2; Aluminium Kusen:959m; Besi WF 150:4474btg,Batu Alam Andesit
1172,Rumah_1172,Kabupaten Subang,224,2,1,1997,311263595,Triplek Meranti Campur:398lbr; Besi Beton 16mm:2143kg; Plafon GRC:4115m2; Plafon Gypsum:2716m2,Pintu Kayu Solid
1173,Rumah_1173,Kabupaten Bandung Barat,348,1,2,2002,263674628,Genteng Beton:758pcs; Kabel NYM 2x1.5:1026m; Stop Kran Kuningan:4871pcs; Besi Beton 19mm:240kg,Besi Beton 13mm
1174,Rumah_1174,Kabupaten Bekasi,121,4,3,2011,1928167441,Besi Beton 16mm:2344kg; Semen:1791sak; Kabel NYM 2x1.5:2452m,Bata Ringan Walbric
1175,Rumah_1175,Bandung Timur,292,5,3,2008,738653912,Kaca:2087m2; Plafon Gypsum:2907m2; Hollow Galvanis 4x4:1182btg; Bata Ringan JUMA:4577pcs; Besi Beton 19mm:920kg,Atap Baja Ringan
1176,Rumah_1176,Kabupaten Bogor,215,6,3,2024,684524355,Multipleks 18mm:4237lbr; Batu Bata Merah:3971pcs; Atap Baja Ringan:2959m2; Batu Split:3061m3,Pipa PVC Wavin 3
1177,Rumah_1177,Kota Banjar,324,6,2,2008,620694352,Hollow Galvanis 4x4:83btg; Plafon Gypsum:1456m2; Pasir:3373m3,Cat Dinding Dulux
1178,Rumah_1178,Kota Sukabumi,118,4,3,2002,315763037,Genteng Metal:1744m2; Kabel NYM 2x1.5:2803m; Plafon Gypsum:2108m2,Semen
1179,Rumah_1179,Kabupaten Kuningan,339,6,2,2024,1697613820,Stop Kran Kuningan:4792pcs; Batu Split:565m3; Besi WF 150:4777btg; Kabel NYY 4x10:577m; Semen:2876sak,Besi WF 150
1180,Rumah_1180,Kota Tasikmalaya,326,5,1,2000,1714391410,Pintu Kayu Solid:2800pcs; Besi Beton 19mm:2760kg; Plafon GRC:1024m2; Stop Kran Kuningan:169pcs,Batu Split
1181,Rumah_1181,Kabupaten Indramayu,44,4,2,2017,1509488714,Batu Alam Andesit:619m2; Stop Kran Kuningan:2942pcs; Pintu Kayu Solid:1282pcs; Besi Beton 16mm:3895kg,Plafon GRC
1182,Rumah_1182,Kota Cimahi,44,6,1,2020,676956962,Kabel NYY 4x10:2274m; Keramik Kamar Mandi:3319m2; Genteng Metal:4763m2; Cat Eksterior Jotun:4176kg; Bata Ringan Walbric:1991pcs,Genteng Beton
1183,Rumah_1183,Kabupaten Karawang,81,1,2,2010,1647903368,Atap Baja Ringan:4716m2; Cat Dinding Dulux:274kg; Besi Beton 19mm:2348kg; Granite Tile:3231m2; Besi Beton 13mm:1418kg; Multipleks 18mm:3424lbr,Stop Kran Kuningan
1184,Rumah_1184,Kota Bandung,75,5,2,1998,201211886,Cat Dinding Dulux:763kg; Batu Bata Merah:4353pcs; Genteng Metal:147m2,Saklar + Stop Kontak Panasonic
1185,Rumah_1185,Kota Depok,339,5,3,2017,470217805,Atap Baja Ringan:4736m2; Plafon GRC:4767m2; Kaca:69m2; Semen:4633sak; Stop Kran Kuningan:2356pcs,Aluminium Kusen
1186,Rumah_1186,Kabupaten Pangandaran,334,2,1,2019,827636834,Hollow Galvanis 4x4:2183btg; Pasir:2013m3; Plafon GRC:391m2,Kawat Bendrat
1187,Rumah_1187,Kabupaten Sukabumi,286,5,1,1995,1619398617,Keramik Kamar Mandi:2551m2; Batu Bata Merah:4927pcs; Pipa PVC Wavin 2 1/2:1368btg,Besi Beton 19mm
1188,Rumah_1188,Kabupaten Majalengka,112,1,1,2001,405007218,Saklar + Stop Kontak Panasonic:4110set; Semen Mortar MU-380:3215sak; Waterproofing Coating:1560kg; Pasir:94m3; Atap Baja Ringan:1433m2,Batu Bata Merah
1189,Rumah_1189,Kabupaten Tasikmalaya,222,4,3,2021,1635242523,Kabel NYM 2x1.5:2447m; Cat Dinding Nobrand:2395kg; Multipleks 18mm:3833lbr,Pipa PVC Wavin 2 1/2
1190,Rumah_1190,Kota Cirebon,300,1,1,2015,1222535783,Besi Beton 19mm:488kg; Pasir:3557m3; Pintu Kayu Solid:3379pcs; Saklar + Stop Kontak Panasonic:3431set; Batu Alam Andesit:4077m2,Kaca
1191,Rumah_1191,Kabupaten Sumedang,326,2,3,2000,1470947111,Multipleks 18mm:898lbr; Keramik Kamar Mandi:1663m2; Semen:2281sak; Semen Mortar MU-380:3964sak,Pasir
1192,Rumah_1192,Kabupaten Purwakarta,35,6,3,2018,872113622,Cat Dinding Dulux:4140kg; Besi Beton 16mm:2370kg; Genteng Metal:651m2; Hollow Galvanis 4x4:4270btg; Genteng Beton:1589pcs,Triplek Meranti Campur
1193,Rumah_1193,Kabupaten Bandung,90,1,2,1999,435003733,Plafon Gypsum:267m2; Triplek Meranti Campur:566lbr; Kaca:2714m2,Semen Mortar MU-380
1194,Rumah_1194,Kota Bekasi,158,3,2,2017,870014054,Pipa PVC Wavin 2 1/2:491btg; Triplek Meranti Campur:4153lbr; Besi Beton 16mm:86kg; Kaca:1691m2; Keramik 60x60 Polished:1701m2; Cat Dinding Nobrand:562kg,Keramik Kamar Mandi
1195,Rumah_1195,Bandung Barat,178,5,2,2016,1896412350,Kayu:1228kg; Plafon GRC:3755m2; Pipa PVC Wavin 3:2797btg; Batu Split:2530m3,Cat Eksterior Jotun
1196,Rumah_1196,Kota Bogor,64,1,1,1997,362193836,Kabel NYY 4x10:359m; Keramik Kamar Mandi:1340m2; Pintu Kayu Solid:3871pcs,Pipa PPR 1/2 inci
1197,Rumah_1197,Kabupaten Ciamis,174,3,2,1998,1013587630,Besi Beton 16mm:1151kg; Keramik Kamar Mandi:2901m2; Keramik 60x60 Polished:2565m2,Kabel NYY 4x10
1198,Rumah_1198,Kabupaten Cianjur,270,5,3,2020,696329797,Bata Ringan JUMA:1549pcs; Bata Ringan Walbric:669pcs; Pipa PVC Wavin 3:1302btg,Multipleks 18mm
1199,Rumah_1199,Kabupaten Cirebon,286,4,3,2000,877114356,Bata Ringan JUMA:917pcs; Cat Dinding Dulux:1606kg; Keramik Kamar Mandi:1955m2,Waterproofing Coating
1200,Rumah_1200,Kabupaten Garut,188,3,1,2013,1743962686,Kayu:1988kg; Plafon GRC:1927m2; Batu Alam Andesit:727m2; Kabel NYY 4x10:2755m; Stop Kran Kuningan:3630pcs,Besi Beton 16mm
1201,Rumah_1201,Kabupaten Subang,221,6,3,2019,1507677921,Cat Eksterior Jotun:307kg; Pipa PVC Wavin 3:1064btg; Kaca:4339m2; Genteng Beton:4050pcs,Bata Ringan JUMA
1202,Rumah_1202,Kabupaten Bandung Barat,243,4,3,2004,940398368,Batu Bata Merah:1112pcs; Saklar + Stop Kontak Panasonic:754set; Pipa PVC Wavin 3:1091btg,Kayu
1203,Rumah_1203,Kabupaten Bekasi,157,4,1,2025,960275210,Plafon Gypsum:3122m2; Bata Ringan Walbric:4233pcs; Multipleks 18mm:1988lbr; Pipa PVC Wavin 3:4197btg; Kayu:3119kg,Keramik Asia Tile
1204,Rumah_1204,Bandung Timur,201,1,3,2018,1140211986,Bata Ringan JUMA:2763pcs; Triplek Meranti Campur:757lbr; Cat Dinding Dulux:1092kg,Cat Dinding Nobrand
1205,Rumah_1205,Kabupaten Bogor,49,2,2,2002,1060733514,Kabel NYY 4x10:3825m; Semen Mortar MU-380:1743sak; Pipa PVC Wavin 2 1/2:3149btg,Granite Tile
1206,Rumah_1206,Kota Banjar,39,6,3,2003,1401283314,Cat Eksterior Jotun:3847kg; Pipa PVC Wavin 3:2013btg; Plafon GRC:4943m2; Semen:2456sak; Saklar + Stop Kontak Panasonic:1152set; Batu Alam Andesit:3637m2,Hollow Galvanis 4x4
1207,Rumah_1207,Kota Sukabumi,237,6,2,2007,1345160938,Batu Split:1242m3; Saklar + Stop Kontak Panasonic:589set; Pasir:137m3; Batu Alam Andesit:4644m2; Plafon Gypsum:3600m2,Keramik 60x60 Polished
1208,Rumah_1208,Kabupaten Kuningan,267,5,1,2011,1262395249,Cat Dinding Nobrand:517kg; Besi Beton 16mm:1338kg; Pipa PPR 1/2 inci:1793btg,Plafon Gypsum
1209,Rumah_1209,Kota Tasikmalaya,140,4,1,1995,1954084634,Pipa PPR 1/2 inci:1203btg; Genteng Beton:322pcs; Pasir:3013m3,Genteng Metal
1210,Rumah_1210,Kabupaten Indramayu,294,4,3,2017,1102390207,Keramik 60x60 Polished:3069m2; Plafon GRC:864m2; Hollow Galvanis 4x4:3070btg,Kabel NYM 2x1.5
1211,Rumah_1211,Kota Cimahi,41,5,2,2008,334558765,Keramik Kamar Mandi:2884m2; Cat Dinding Dulux:2714kg; Pipa PPR 1/2 inci:1343btg,Batu Alam Andesit
1212,Rumah_1212,Kabupaten Karawang,72,1,3,2025,491212555,Cat Dinding Dulux:3556kg; Genteng Beton:2310pcs; Keramik 60x60 Polished:3510m2; Bata Ringan JUMA:4370pcs,Pintu Kayu Solid
1213,Rumah_1213,Kota Bandung,274,4,2,2011,1915289651,Saklar + Stop Kontak Panasonic:3680set; Plafon Gypsum:3017m2; Kaca:2117m2; Genteng Beton:832pcs; Pipa PVC Wavin 2 1/2:3808btg,Besi Beton 13mm
1214,Rumah_1214,Kota Depok,264,2,1,1995,787831137,Pipa PPR 1/2 inci:2066btg; Atap Baja Ringan:3530m2; Genteng Metal:947m2; Pipa PVC Wavin 2 1/2:3090btg; Pipa PVC Wavin 3:2266btg,Bata Ringan Walbric
1215,Rumah_1215,Kabupaten Pangandaran,94,5,2,2015,298268436,Multipleks 18mm:3714lbr; Cat Dinding Dulux:581kg; Cat Eksterior Jotun:2887kg; Genteng Beton:2959pcs,Atap Baja Ringan
1216,Rumah_1216,Kabupaten Sukabumi,340,2,2,2025,553414493,Kaca:3788m2; Cat Eksterior Jotun:4424kg; Kabel NYY 4x10:2940m; Pipa PVC Wavin 3:2102btg; Multipleks 18mm:1953lbr,Pipa PVC Wavin 3
1217,Rumah_1217,Kabupaten Majalengka,213,1,1,2002,790391597,Granite Tile:4886m2; Kayu:3465kg; Cat Dinding Dulux:2804kg; Batu Bata Merah:2905pcs,Cat Dinding Dulux
1218,Rumah_1218,Kabupaten Tasikmalaya,329,5,1,1996,671559942,Triplek Meranti Campur:3081lbr; Multipleks 18mm:2985lbr; Kabel NYY 4x10:1171m,Semen
1219,Rumah_1219,Kota Cirebon,346,2,2,2021,1743993760,Pasir:531m3; Keramik Asia Tile:272m2; Besi WF 150:125btg,Besi WF 150
1220,Rumah_1220,Kabupaten Sumedang,123,2,2,2007,941847468,Cat Dinding Nobrand:684kg; Saklar + Stop Kontak Panasonic:2556set; Batu Split:960m3; Keramik Asia Tile:1785m2; Triplek Meranti Campur:4833lbr; Pintu Kayu Solid:4516pcs,Batu Split
1221,Rumah_1221,Kabupaten Purwakarta,115,4,3,2024,1135361345,Bata Ringan Walbric:793pcs; Keramik 60x60 Polished:679m2; Besi WF 150:3973btg; Semen Mortar MU-380:1113sak; Kawat Bendrat:4007kg; Aluminium Kusen:2205m,Plafon GRC
1222,Rumah_1222,Kabupaten Bandung,141,1,3,2002,380311475,Triplek Meranti Campur:246lbr; Bata Ringan JUMA:1918pcs; Pipa PVC Wavin 2 1/2:702btg; Granite Tile:725m2,Genteng Beton
1223,Rumah_1223,Kota Bekasi,265,5,2,2000,947897803,Besi Beton 16mm:977kg; Stop Kran Kuningan:2582pcs; Pasir:3421m3; Triplek Meranti Campur:675lbr; Plafon Gypsum:716m2,Stop Kran Kuningan
1224,Rumah_1224,Bandung Barat,104,3,1,1997,1226564835,Bata Ringan Walbric:1586pcs; Saklar + Stop Kontak Panasonic:4354set; Plafon Gypsum:130m2; Besi Beton 13mm:175kg,Saklar + Stop Kontak Panasonic
1225,Rumah_1225,Kota Bogor,280,2,3,2013,1018881052,Semen Mortar MU-380:1110sak; Besi Beton 19mm:494kg; Triplek Meranti Campur:2831lbr; Plafon GRC:84m2,Aluminium Kusen
1226,Rumah_1226,Kabupaten Ciamis,207,5,1,2007,1333364532,Saklar + Stop Kontak Panasonic:2332set; Batu Bata Merah:2720pcs; Keramik 60x60 Polished:2332m2,Kawat Bendrat
1227,Rumah_1227,Kabupaten Cianjur,35,5,3,2004,1515839545,Keramik Kamar Mandi:2539m2; Keramik 60x60 Polished:1035m2; Besi Beton 16mm:2601kg; Granite Tile:1523m2; Pipa PVC Wavin 2 1/2:3714btg,Besi Beton 19mm
1228,Rumah_1228,Kabupaten Cirebon,168,4,2,2024,1147442017,Triplek Meranti Campur:4356lbr; Hollow Galvanis 4x4:4240btg; Besi Beton 16mm:2087kg; Pipa PPR 1/2 inci:1100btg; Keramik 60x60 Polished:2632m2,Batu Bata Merah
1229,Rumah_1229,Kabupaten Garut,196,5,3,1996,1498351739,Saklar + Stop Kontak Panasonic:237set; Pipa PVC Wavin 3:4460btg; Besi Beton 19mm:4158kg; Genteng Beton:1715pcs; Semen:1020sak; Semen Mortar MU-380:2697sak,Pipa PVC Wavin 2 1/2
1230,Rumah_1230,Kabupaten Subang,167,6,2,2010,865713559,Keramik Kamar Mandi:1556m2; Kaca:2977m2; Stop Kran Kuningan:2833pcs; Cat Dinding Dulux:2628kg,Kaca
1231,Rumah_1231,Kabupaten Bandung Barat,148,1,3,2024,1878441137,Pasir:2706m3; Kaca:3165m2; Bata Ringan JUMA:3489pcs,Pasir
1232,Rumah_1232,Kabupaten Bekasi,238,3,1,2013,1050271616,Keramik 60x60 Polished:2843m2; Saklar + Stop Kontak Panasonic:3824set; Triplek Meranti Campur:3398lbr,Triplek Meranti Campur
1233,Rumah_1233,Bandung Timur,127,4,1,2015,225439267,Atap Baja Ringan:1871m2; Cat Dinding Nobrand:2108kg; Pipa PPR 1/2 inci:3204btg,Semen Mortar MU-380
1234,Rumah_1234,Kabupaten Bogor,154,1,3,2002,697727353,Atap Baja Ringan:4922m2; Plafon Gypsum:4335m2; Kabel NYY 4x10:4977m,Keramik Kamar Mandi
1235,Rumah_1235,Kota Banjar,264,3,1,2003,905061995,Hollow Galvanis 4x4:1113btg; Pipa PVC Wavin 3:492btg; Cat Dinding Dulux:2630kg; Granite Tile:1478m2; Atap Baja Ringan:359m2,Cat Eksterior Jotun
1236,Rumah_1236,Kota Sukabumi,200,1,2,2017,691877684,Kabel NYY 4x10:4631m; Keramik Asia Tile:1224m2; Waterproofing Coating:748kg; Besi WF 150:3853btg,Pipa PPR 1/2 inci
1237,Rumah_1237,Kabupaten Kuningan,298,1,3,2002,1807858431,Batu Bata Merah:2741pcs; Semen Mortar MU-380:4424sak; Kayu:1610kg,Kabel NYY 4x10
1238,Rumah_1238,Kota Tasikmalaya,111,6,1,2001,603071838,Atap Baja Ringan:3015m2; Pipa PVC Wavin 2 1/2:4168btg; Pasir:2475m3; Cat Eksterior Jotun:3113kg,Multipleks 18mm
1239,Rumah_1239,Kabupaten Indramayu,53,1,3,2012,1968363176,Atap Baja Ringan:3469m2; Pasir:3387m3; Besi Beton 19mm:3934kg; Semen Mortar MU-380:4599sak; Aluminium Kusen:2974m,Waterproofing Coating
1240,Rumah_1240,Kota Cimahi,268,4,2,2020,1455081453,Keramik 60x60 Polished:645m2; Pintu Kayu Solid:785pcs; Keramik Kamar Mandi:4744m2; Plafon GRC:1180m2; Genteng Beton:242pcs,Besi Beton 16mm
1241,Rumah_1241,Kabupaten Karawang,158,3,2,2019,882854829,Saklar + Stop Kontak Panasonic:815set; Pintu Kayu Solid:2147pcs; Stop Kran Kuningan:2230pcs; Keramik 60x60 Polished:464m2; Cat Dinding Dulux:1201kg; Pipa PVC Wavin 3:2401btg,Bata Ringan JUMA
1242,Rumah_1242,Kota Bandung,254,4,3,1997,1439130162,Genteng Beton:2524pcs; Triplek Meranti Campur:802lbr; Semen:470sak; Granite Tile:519m2; Cat Eksterior Jotun:109kg,Kayu
1243,Rumah_1243,Kota Depok,345,5,3,1996,1455352273,Besi Beton 19mm:3980kg; Plafon Gypsum:1263m2; Plafon GRC:2563m2; Cat Eksterior Jotun:682kg; Genteng Beton:1049pcs; Kaca:2807m2,Keramik Asia Tile
1244,Rumah_1244,Kabupaten Pangandaran,91,5,1,2021,824799813,Pipa PVC Wavin 2 1/2:4999btg; Granite Tile:3544m2; Bata Ringan JUMA:3477pcs,Cat Dinding Nobrand
1245,Rumah_1245,Kabupaten Sukabumi,178,2,2,2020,1732629101,Cat Eksterior Jotun:1161kg; Pipa PVC Wavin 2 1/2:1860btg; Besi Beton 16mm:2245kg; Bata Ringan Walbric:4222pcs,Granite Tile
1246,Rumah_1246,Kabupaten Majalengka,298,2,2,2004,1542203513,Granite Tile:707m2; Kabel NYM 2x1.5:722m; Stop Kran Kuningan:1824pcs,Hollow Galvanis 4x4
1247,Rumah_1247,Kabupaten Tasikmalaya,212,2,2,2015,1023321632,Cat Dinding Dulux:2786kg; Aluminium Kusen:3089m; Semen Mortar MU-380:1390sak,Keramik 60x60 Polished
1248,Rumah_1248,Kota Cirebon,311,5,1,2007,640095269,Besi Beton 13mm:1671kg; Bata Ringan JUMA:4193pcs; Kabel NYM 2x1.5:4704m; Besi WF 150:1642btg; Plafon Gypsum:2079m2,Plafon Gypsum
1249,Rumah_1249,Kabupaten Sumedang,294,2,3,2018,498010488,Pipa PVC Wavin 3:4787btg; Stop Kran Kuningan:2182pcs; Hollow Galvanis 4x4:435btg; Bata Ringan Walbric:794pcs; Pipa PPR 1/2 inci:1550btg,Genteng Metal
1250,Rumah_1250,Kabupaten Purwakarta,211,4,3,2006,1758466814,Pipa PPR 1/2 inci:4702btg; Plafon Gypsum:1142m2; Triplek Meranti Campur:2753lbr; Hollow Galvanis 4x4:3757btg; Stop Kran Kuningan:1261pcs; Pipa PVC Wavin 3:772btg,Kabel NYM 2x1.5
1251,Rumah_1251,Kabupaten Bandung,325,3,3,2015,583202414,Batu Bata Merah:1674pcs; Hollow Galvanis 4x4:2396btg; Pipa PPR 1/2 inci:1431btg,Batu Alam Andesit
1252,Rumah_1252,Kota Bekasi,126,5,1,2016,227476800,Batu Split:2876m3; Cat Dinding Dulux:803kg; Besi WF 150:2694btg; Bata Ringan JUMA:1810pcs,Pintu Kayu Solid
1253,Rumah_1253,Bandung Barat,106,6,1,2017,153159614,Kabel NYM 2x1.5:54m; Genteng Metal:2141m2; Aluminium Kusen:2317m; Besi Beton 19mm:4044kg; Genteng Beton:1187pcs; Pipa PVC Wavin 3:4165btg,Besi Beton 13mm
1254,Rumah_1254,Kota Bogor,284,2,1,2023,1872477467,Saklar + Stop Kontak Panasonic:1213set; Besi Beton 16mm:1598kg; Besi Beton 19mm:2269kg; Kawat Bendrat:3646kg,Bata Ringan Walbric
1255,Rumah_1255,Kabupaten Ciamis,62,1,1,2015,1890755389,Pipa PVC Wavin 2 1/2:844btg; Plafon Gypsum:3328m2; Semen Mortar MU-380:4423sak,Atap Baja Ringan
1256,Rumah_1256,Kabupaten Cianjur,240,1,2,2017,972656863,Kawat Bendrat:1365kg; Aluminium Kusen:1868m; Triplek Meranti Campur:1583lbr,Pipa PVC Wavin 3
1257,Rumah_1257,Kabupaten Cirebon,143,5,3,2015,679327927,Kayu:4667kg; Batu Alam Andesit:2008m2; Kabel NYY 4x10:1593m,Cat Dinding Dulux
1258,Rumah_1258,Kabupaten Garut,175,2,2,2017,1992701013,Cat Eksterior Jotun:4022kg; Semen Mortar MU-380:702sak; Kabel NYY 4x10:4071m,Semen
1259,Rumah_1259,Kabupaten Subang,145,6,2,2015,993835036,Triplek Meranti Campur:3315lbr; Kabel NYY 4x10:2565m; Cat Dinding Nobrand:4313kg,Besi WF 150
1260,Rumah_1260,Kabupaten Bandung Barat,34,2,1,2005,606250127,Bata Ringan JUMA:1082pcs; Besi Beton 19mm:3467kg; Pintu Kayu Solid:2162pcs; Waterproofing Coating:3484kg; Semen Mortar MU-380:589sak,Batu Split
1261,Rumah_1261,Kabupaten Bekasi,265,1,3,2024,1522959032,Multipleks 18mm:1284lbr; Cat Dinding Dulux:710kg; Atap Baja Ringan:4544m2; Genteng Beton:1090pcs; Bata Ringan JUMA:2383pcs,Plafon GRC
1262,Rumah_1262,Bandung Timur,125,4,1,2006,733386897,Granite Tile:1775m2; Plafon Gypsum:2182m2; Pintu Kayu Solid:4767pcs; Genteng Metal:3421m2,Genteng Beton
